Area de Abrangencia,Semana Epidemiologica,Data da Instalacao,Data da Coleta,Status
C.S.REGINA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.REGINA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.REGINA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.REGINA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.REGINA,1,02/01/2017,09/01/2017,POSITIVO
C.S.REGINA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.REGINA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.ITAIPU,1,02/01/2017,09/01/2017,POSITIVO
C.S.ITAIPU,1,02/01/2017,09/01/2017,POSITIVO
C.S.ITAIPU,1,02/01/2017,09/01/2017,NEGATIVO
C.S.ITAIPU,1,02/01/2017,09/01/2017,POSITIVO
C.S.ITAIPU,1,02/01/2017,09/01/2017,NEGATIVO
C.S.ITAIPU,1,02/01/2017,09/01/2017,NEGATIVO
C.S.TUNEL DE IBIRITE,1,02/01/2017,09/01/2017,POSITIVO
C.S.TIROL,1,02/01/2017,09/01/2017,POSITIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.BAIRRO DAS INDUSTRIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.DIAMANTE / TEIXEIRA DIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.DIAMANTE / TEIXEIRA DIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.DIAMANTE / TEIXEIRA DIAS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.DIAMANTE / TEIXEIRA DIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.DIAMANTE / TEIXEIRA DIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.DIAMANTE / TEIXEIRA DIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.DIAMANTE / TEIXEIRA DIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.DIAMANTE / TEIXEIRA DIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.DIAMANTE / TEIXEIRA DIAS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.DIAMANTE / TEIXEIRA DIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.DIAMANTE / TEIXEIRA DIAS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA CECILIA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA CECILIA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA CECILIA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA CECILIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA CECILIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA CECILIA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA CECILIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.URUCUIA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,POSITIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,POSITIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,POSITIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,POSITIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,POSITIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,POSITIVO
C.S.PILAR/OLHOS D AGUA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.BARREIRO DE CIMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.GLORIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,NEGATIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,NEGATIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,NEGATIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,NEGATIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,NEGATIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,NEGATIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,NEGATIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,NEGATIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,POSITIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PINDORAMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.PINDORAMA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PINDORAMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.PINDORAMA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PINDORAMA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PINDORAMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.PINDORAMA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTOS ANJOS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.ELZA MARTINS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.ELZA MARTINS,1,02/01/2017,09/01/2017,POSITIVO
C.S.ELZA MARTINS,1,02/01/2017,09/01/2017,POSITIVO
C.S.ELZA MARTINS,1,02/01/2017,09/01/2017,POSITIVO
C.S.ELZA MARTINS,1,02/01/2017,09/01/2017,POSITIVO
C.S.ELZA MARTINS,1,02/01/2017,09/01/2017,NEGATIVO
C.S.JARDIM MONTANHES,1,02/01/2017,09/01/2017,NEGATIVO
C.S.DOM ORIONE,1,02/01/2017,09/01/2017,NEGATIVO
C.S.DOM ORIONE,1,02/01/2017,09/01/2017,NEGATIVO
C.S.DOM ORIONE,1,02/01/2017,09/01/2017,NEGATIVO
C.S.DOM ORIONE,1,02/01/2017,09/01/2017,POSITIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,POSITIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,NEGATIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,POSITIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,NEGATIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,POSITIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,NEGATIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,NEGATIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,POSITIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,POSITIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,NEGATIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,NEGATIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,POSITIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,NEGATIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,NEGATIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,POSITIVO
C.S.DOM ORIONE,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SAO JOSE,1,02/01/2017,09/01/2017,NEGATIVO
C.S.PADRE TIAGO,1,02/01/2017,09/01/2017,POSITIVO
C.S.PADRE TIAGO,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,POSITIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA AMELIA,1,02/01/2017,09/01/2017,POSITIVO
C.S.OURO PRETO,1,02/01/2017,09/01/2017,NEGATIVO
C.S.SANTA TEREZINHA,1,02/01/2017,09/01/2017,NEGATIVO
C.S.LINDEIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.LINDEIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.LINDEIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.LINDEIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.LINDEIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.LINDEIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.LINDEIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.LINDEIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.LINDEIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.ITAIPU,1,03/01/2017,10/01/2017,NEGATIVO
C.S.BONSUCESSO,1,03/01/2017,10/01/2017,POSITIVO
C.S.BONSUCESSO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.BONSUCESSO,1,03/01/2017,10/01/2017,POSITIVO
C.S.BONSUCESSO,1,03/01/2017,10/01/2017,POSITIVO
C.S.BONSUCESSO,1,03/01/2017,10/01/2017,POSITIVO
C.S.BONSUCESSO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.BONSUCESSO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.BONSUCESSO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.BONSUCESSO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.VILA CEMIG,1,03/01/2017,10/01/2017,POSITIVO
C.S.VILA CEMIG,1,03/01/2017,10/01/2017,POSITIVO
C.S.VILA CEMIG,1,03/01/2017,10/01/2017,POSITIVO
C.S.VILA CEMIG,1,03/01/2017,10/01/2017,POSITIVO
C.S.MILIONARIOS,1,03/01/2017,10/01/2017,POSITIVO
C.S.MILIONARIOS,1,03/01/2017,10/01/2017,POSITIVO
C.S.MILIONARIOS,1,03/01/2017,10/01/2017,POSITIVO
C.S.MILIONARIOS,1,03/01/2017,10/01/2017,POSITIVO
C.S.MILIONARIOS,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MILIONARIOS,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MILIONARIOS,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MILIONARIOS,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MILIONARIOS,1,03/01/2017,10/01/2017,POSITIVO
C.S.MILIONARIOS,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MILIONARIOS,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,POSITIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,POSITIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,POSITIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MIRAMAR,1,03/01/2017,10/01/2017,POSITIVO
C.S.MANGUEIRAS,1,03/01/2017,10/01/2017,POSITIVO
C.S.MANGUEIRAS,1,03/01/2017,10/01/2017,POSITIVO
C.S.MANGUEIRAS,1,03/01/2017,10/01/2017,POSITIVO
C.S.MANGUEIRAS,1,03/01/2017,10/01/2017,POSITIVO
C.S.MANGUEIRAS,1,03/01/2017,10/01/2017,POSITIVO
C.S.MANGUEIRAS,1,03/01/2017,10/01/2017,POSITIVO
C.S.MANGUEIRAS,1,03/01/2017,10/01/2017,NEGATIVO
C.S.MANGUEIRAS,1,03/01/2017,10/01/2017,POSITIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.VILA CEMIG,1,03/01/2017,10/01/2017,POSITIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.INDEPENDENCIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.DOM BOSCO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.DOM BOSCO,1,03/01/2017,10/01/2017,POSITIVO
C.S.DOM BOSCO,1,03/01/2017,10/01/2017,POSITIVO
C.S.DOM BOSCO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.DOM BOSCO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.DOM BOSCO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.DOM BOSCO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.DOM BOSCO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.DOM BOSCO,1,03/01/2017,10/01/2017,POSITIVO
C.S.DOM BOSCO,1,03/01/2017,10/01/2017,POSITIVO
C.S.DOM BOSCO,1,03/01/2017,10/01/2017,POSITIVO
C.S.DOM BOSCO,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.ERMELINDA,1,03/01/2017,10/01/2017,POSITIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,POSITIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,POSITIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,POSITIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,POSITIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,POSITIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,POSITIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,POSITIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.PADRE EUSTAQUIO,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA TEREZINHA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.TREVO,1,03/01/2017,10/01/2017,POSITIVO
C.S.TREVO,1,03/01/2017,10/01/2017,POSITIVO
C.S.TREVO,1,03/01/2017,10/01/2017,POSITIVO
C.S.TREVO,1,03/01/2017,10/01/2017,NEGATIVO
C.S.TREVO,1,03/01/2017,10/01/2017,POSITIVO
C.S.TREVO,1,03/01/2017,10/01/2017,POSITIVO
C.S.TREVO,1,03/01/2017,10/01/2017,POSITIVO
C.S.TREVO,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,NEGATIVO
C.S.SANTA AMELIA,1,03/01/2017,10/01/2017,POSITIVO
C.S.TUNEL DE IBIRITE,1,04/01/2017,11/01/2017,NEGATIVO
C.S.TUNEL DE IBIRITE,1,04/01/2017,11/01/2017,NEGATIVO
C.S.TUNEL DE IBIRITE,1,04/01/2017,11/01/2017,NEGATIVO
C.S.TUNEL DE IBIRITE,1,04/01/2017,11/01/2017,NEGATIVO
C.S.TUNEL DE IBIRITE,1,04/01/2017,11/01/2017,POSITIVO
C.S.TUNEL DE IBIRITE,1,04/01/2017,11/01/2017,POSITIVO
